套料图名,分段号,切割机,切割序号,切割开始(min),切割完成(min),切割工时(min),原料吊运开始(min),原料空驶完成(min),原料吊运完成(min),原料吊运返回完成(min),工位开始(min),等待结束(min),工位处理时间(min),工位完工(min),工位,最低优先级
E01S-1225,BN1,N5,88,3000.808977707519,3030.1081742598453,29.299196552326617,2989.808977707519,2997.808977707519,3000.808977707519,3000.808977707519,3000.808977707519,3000.808977707519,52.64614349206431,3082.7543177519096,1,3
E01S-1226,BN1,N2,89,2775.8307756939143,2873.6484669667966,97.8176912728822,2769.8307756939143,2772.8307756939143,2775.8307756939143,2775.8307756939143,2775.8307756939143,2775.8307756939143,38.84732722222179,2912.4957941890184,0,1
E01S-1227,BN1,N5,90,3030.1081742598453,3056.6118085245857,26.503634264740445,3007.7148565170432,3015.7148565170432,3018.7148565170432,3018.7148565170432,3018.7148565170432,3030.1081742598453,30.661787243197068,3087.273595767783,0,4
E01S-1228,BN1,N5,91,3082.7543177519096,3132.564907530164,49.810589778254425,3071.7543177519096,3079.7543177519096,3082.7543177519096,3082.7543177519096,3082.7543177519096,3082.7543177519096,7.962827641025342,3140.5277351711893,1,6
E01S-1229,BN1,N5,92,3132.564907530164,3204.8723317972717,72.30742426710773,3082.7543177519096,3085.7543177519096,3088.7543177519096,3088.7543177519096,3088.7543177519096,3132.564907530164,61.619936031745965,3266.4922678290177,0,1
E01S-1230,BN1,N2,93,2889.6484669667966,2957.068321592651,67.41985462585454,2878.6484669667966,2886.6484669667966,2889.6484669667966,2889.6484669667966,2889.6484669667966,2889.6484669667966,5.813272256410073,2962.881593849061,1,3
E01S-1231,BN1,N2,94,2957.068321592651,3002.6227878258323,45.554466233181415,2901.4957941890184,2909.4957941890184,2912.4957941890184,2912.4957941890184,2912.4957941890184,2957.068321592651,55.55572722222314,3058.1785150480555,0,3
E01S-1232,BN1,N5,95,3204.8723317972717,3278.026228544695,73.15389674742353,3140.5277351711893,3148.5277351711893,3151.5277351711893,3151.5277351711893,3151.5277351711893,3204.8723317972717,9.326712205128842,3287.352940749824,1,7
E01S-1233,BN1,N2,96,3002.6227878258323,3042.895862108763,40.273074282930736,2962.881593849061,2965.881593849061,2968.881593849061,2968.881593849061,2968.881593849061,3002.6227878258323,55.8584556431465,3098.7543177519096,1,3
E01S-1234,BN1,N5,97,3278.026228544695,3332.317757644572,54.29152909987671,3255.4922678290177,3263.4922678290177,3266.4922678290177,3266.4922678290177,3266.4922678290177,3278.026228544695,6.896007025641211,3339.213764670213,0,6
